document_name,chunk
[Agnes_Wong]_Eye_Movement_Disorders,"Ipsilesional horizontal gaze palsy and INO, with abduction of the contralesional eye being the only preserved movement Example: Right one-and-a-half syndrome ■On right gaze: horizontal conjugate gaze palsy (involvement of the right abducens nucleus) ■On left gaze: adducting deﬁcit in right eye, abducting nystagmus in left eye (in-volvement of the right MLF) Paralytic pontine exotropia: on looking straight ahead, the contralesional eye is deviated outward due to unopposed action of the lateral rectus, which is innervated by the in-tact contralesional abducens nucleus. Vertical and vergence eye movements may be spared. Etiology of One-and-a-Half Syndrome Multiple sclerosis Brainstem ischemiaTumorHemorrhageTrauma 136 Part III Supranuclear and Internuclear Ocular Motor Disorders9.3.5 Other Pontine Lesions Nucleus reticularis tegmenti pontis ■The nucleus reticularis tegmenti pontis has three anatomical and functional sub- divisions: 1. Caudal NRTP encodes saccades in three dimensions (horizontal, vertical, and torsional) 2. Medial NRTP encodes vergence 3. Rostral NRTP encodes smooth pursuit (especially upward pursuit) ■The caudal NRTP receives input from the superior colliculus, whereas the medial NRTP receives input from the frontal and supplementary eye ﬁeld. ■The NRTP projects to the dorsal vermis, fastigial nucleus, and interposed nu-cleus, as well as the ﬂocculus and paraﬂocculus of the cerebellum. Eye Movement Abnormalities in NRTP Lesion Abnormal saccades with torsional errors, in violation of Listing’s law Impaired convergenceLesion of the rostral NRTP causes deﬁcit in upward pursuitAblation of the cerebellar vermis results in esodeviation Dorsolateral pontine nucleus The dorsolateral pontine nucleus encodes smooth pursuit. It receives input from the"
[Agnes_Wong]_Eye_Movement_Disorders,"middle temporal visual area, the medial superior temporal visual area, the frontal eyeﬁeld, and the nucleus of the optic tract and projects to the ﬂocculus, paraﬂocculus,and dorsal vermis of the cerebellum. A lesion in the dorsolateral pontine nucleus re-sults in impaired ipsilateral pursuit (see section 5.2). Chapter 9 Ocular Motor Disorders Caused by Lesions in the Brainstem 1379.4 Ocular Motor Syndromes Caused by Lesions in the Midbrain 9.4.1 Lesions in the Rostral Interstitial Nucleus of the Medial Longitudinal Fasciculus FEF = frontal eye field; riMLF = rostral interstitial nucleus of the medial longitudinal fasciculus EBNs = excitatory burst neurons; INC = interstitial nucleus of Cajal; rip = nucleus raphe interpositus MLF = medial longitudinal fasciculus; III, IV, VI = third, fourth, sixth nerve nucleus SR, IR = superior and inferior rectus; IO, SO = inferior and superior obliqueIRriMLF (EBNs) INC IV ripAqueductCommands for  downward  saccades from FEF SOMLF III (two depressor  muscles)SR SRIO IOriMLF (EBNs) INC IV ripAqueductCommands for  upward saccades  from FEF III (four elevator  muscles)MLFAffected area:  riMLF -- - The rostral interstitial nucleus of the medial longitudinal fasciculus (riMLF): Contains burst neurons (medium-lead EBN) for vertical and torsional saccades ■Each riMLF projects bilaterally to motoneurons for the elevator muscles (su- perior rectus and inferior rectus), but ipsilaterally to motoneurons for the de-pressor muscles (inferior rectus and superior oblique). ■Although each riMLF contains burst neurons for upward or downward sac-cades, the right riMLF is responsible for conjugate clockwise saccades and theleft riMLF is responsible for conjugate counterclockwise saccades (from pa-tient’s point of view)."
[Agnes_Wong]_Eye_Movement_Disorders,"Receives inputs from long-lead burst neurons in the midbrain and rostral PPRF , su- perior colliculus, cerebellar fastigial nucleus, nucleus of the posterior commis-sure, omnipause neurons in rip, and contralateral riMLF via the ventral com-missure Projects predominantly to the ipsilateral oculomotor and trochlear nuclei; it also projects to the ipsilateral INC, cell groups of the paramedian tracts, and the spinalcord (for head movements) Most common etiology of riMLF lesions is infarcts in the distribution of the poste- rior thalamosubthalamic paramedian artery , which may by paired or single 138 Part III Supranuclear and Internuclear Ocular Motor DisordersEye Movement Abnormalities in riMLF Lesion: Abnormal Vertical and Torsional Saccades Unilateral lesion ■Mild slowing of downward saccades because projections to depressors are ipsilateral, whereas those to elevators are bilateral. ■Torsional nystagmus beating contralateral to the side of the lesion ■Loss of ipsitorsional quick phases (e.g., right riMLF lesion results in a loss of clockwisequick phases, from patient’s point of view) ■Static, contralesional torsional deviation ■Vertical one-and-a-half syndrome, manifested as either 1. An upgaze palsy in both eyes and monocular paresis of depression in the ipsilat- eral eye or 2. A downgaze palsy in both eyes and monocular paresis of elevation in the ipsilat- eral eye Bilateral lesion ■Common because both riMLFs are often supplied by a single posterior thalamic–sub- thalamic paramedian artery ■Vertical and torsional saccades are abolished (may be more pronounced for down-ward than for upward saccades). ■Vertical pursuit,VOR, and gaze holding, as well as horizontal saccades, are spared. Chapter 9 Ocular Motor Disorders Caused by Lesions in the Brainstem 1399.4.2 Lesions in the Interstitial Nucleus of Cajal Eye Movement Abnormalities in INC Lesion Unilateral lesion ■Impaired gaze holding in vertical and torsional planes"
[Agnes_Wong]_Eye_Movement_Disorders,"■Ocular tilt reaction:skew deviation (contralesional hypotropia), excyclotorsion of the con- tralesional eye (and incyclotorsion of the ipsilesional eye), and contralesional head tilt ■Torsional nystagmus that has ipsilesional quick phases (i.e., beats in opposite directionto that caused by a riMLF lesion), with or without a downbeat component Bilateral lesion ■All vertical movements (saccades, pursuit, and VOR) are impaired (saccadic speed isnormal). ■Impaired gaze holding in vertical and torsional planes ■Upbeat nystagmus ■Neck retroﬂexionriMLF = rostral interstitial nucleus of the  medial longitudinal fasciculus INC = interstitial nucleus of Cajal III = third nerve nucleus IV = fourth nerve nucleus VN = vestibular nucleus MLF = medial longitudinal fasciculus PoC = posterior commissureriMLFPoC INC III IVAqueduct MLF Vertical VOR &  pursuit VNAffected area: INCVertical saccades The interstitial nucleus of Cajal (INC): Contains two populations of neurons that are responsible for ■Neural integration (i.e., gaze holding) during vertical and torsional movements ■Eye–head coordination in the roll plane Receives inputs from burst neurons (medium-lead excitatory burst neurons) in the riMLF , the vestibular nuclei, and the y-group Projects via the posterior commissure to the contralateral oculomotor and trochlear nucleus as well as to the contralateral INC. The INC also sends ascending projec- tions to mesencephalic reticular formation, zona incerta, riMLF , and nuclei of thecentral thalamus and descending projections to nucleus gigantocellularis of pon-tine reticular formation (for head movements), vestibular nuclei, PMT cell groupsin medulla, and cervical cord. 9.4.3 Lesions in the Posterior Commissure and the Nucleus of the Posterior Commissure: Vertical Gaze Palsy and Pretectal Syndrome 8 140 Part III Supranuclear and Internuclear Ocular Motor DisordersThe posterior commissure"
[Agnes_Wong]_Eye_Movement_Disorders,"1. Contains axons from neurons in the INC that project to the contralateral oculomotor and trochlear nucleus, as well as to the contralateral INC 2. Contains axons from neurons in the nucleus of the posterior commissure that proj- ect to the contralateral riMLF and INC (may be important for upgaze) and the M- group (important for lid–eye coordination during vertical saccades). Eye Movement Abnormalities in Posterior Commissure Lesion: Pretectal Syndrome Vertical gaze palsy and loss of vertical gaze-holding (neural integrator) function ■Upward eye movements are predominantly affected: loss of upward saccades, pur- suit,VOR, and Bell’s phenomenon ■Downward saccades and smooth pursuit may be impaired, but VOR is relatively pre-served. ■Downward gaze deviation, especially in premature infants with intraventricularhemorrhage (a combination of downgaze deviation and lid retraction is known as the “setting sun”sign). ■Downbeat nystagmus Convergence-retraction nystagmus consists of asynchronous convergent saccades (i.e., not a true nystagmus) and is evoked by attempted upward saccades. Light-near dissociation of the pupils (see below)Pathologic lid retraction while looking straight ahead (Collier’s sign) Skew deviation Disturbances of vergence eye movements: ■Paralysis or spasm of convergence ■Paralysis of divergence Accommodation spasm or paresis Others ■Square-wave jerks ■A- or V-pattern exotropia ■Pseudo-abducens palsy i.e., the abducting eye moves slower than the adducting eye ■Pretectal V-pattern pseudo-bobbing (see section 8.3.1)riMLF = rostral interstitial nucleus of the medial longitudinal fasciculus INC = interstitial nucleus of Cajal III = third nerve nucleus IV = fourth nerve nucleus PoC = posterior commissure nPC = nucleus of the posterior commissureriMLFPoC INC III IVAqueductnPC Vertical saccades,"
[Agnes_Wong]_Eye_Movement_Disorders,"pursuit & VORAffected area: posterior commissure Chapter 9 Ocular Motor Disorders Caused by Lesions in the Brainstem 141 Differential Diagnosis of Vertical Gaze Palsy Pretectal syndrome (the most common causes by age group) Infant: Congenital aqueductal stenosis, leading to hydrocephalus, which stretches or com- presses the posterior commissure Age 10–20 years: Pineal gland tumor (e.g., germinoma), causing direct compression on the posterior commissure or obstructive hydrocephalus Age 21–30 years: Head trauma, leading to subdural hematoma Age 31–40 years: Vascular malformation (e.g., midbrain or thalamic hemorrhage)Age 41–50 years: Multiple sclerosisAge 51–60 years: Basilar artery stroke or infarction Other causes Metabolic: Niemann-Pick disease (type C), Gaucher’s disease, Tay-Sachs disease, maple syrup urine disease,Wilson’s disease, kernicterus Drug-induced: barbiturates, carbamazepine, neuroleptic agents Degenerative: progressive supranuclear palsy, Huntington’s disease, Lytico-Bodig, corti- cobasal ganglionic degeneration, Lewy bodies disease Infectious/inﬂammatory:Whipple’s disease, encephalitis, syphilis, tuberculomaMiscellaneous: hypoxia, benign transient vertical gaze palsy in childhood, mesencephalic cleftsAxial MRI showing a pineal gland tumor (arrow) in- volving the pretectal area. Light-near dissociation of the pupils in pretectal syndrome 142 Part III Supranuclear and Internuclear Ocular Motor Disorders10. Iris sphincter5. Pretectal nucleus (olivary  & sublentiform subnuclei)6. Edinger-Westphal nucleus 7. Red nucleus 9. Ciliary ganglion 2. Optic chiasm8. Oculomotor nerve 1. Optic nerve3. Optic tractLateral geniculate nucleus4. Brachium of superior  colliculusPosterior commissure Afferent pathway"
[Agnes_Wong]_Eye_Movement_Disorders,"Efferent pathwayThe Pupillary  Light Reflex Pathway ■The optic nerve carries monocular light information to the optic chiasm, where nasal retinal ﬁbers (temporal ﬁeld) decussate to the contralateral optic tract, and temporalretinal ﬁbers (nasal ﬁeld) remain uncrossed and continue in the ipsilateral optic tract. Clinical Point Lesion in optic tract causes a relative afferent pupillary defect in the contralateral eye be- cause the temporal visual ﬁeld is 60–70% larger than the nasal ﬁeld (see also section 12.3.1). ■Before synapsing at the lateral geniculate nucleus, some retinal ganglion cell axons that carry light-related signals leave the optic tract, enter the brachium of superiorcolliculus at the level of the midbrain, and synapse at the pretectal nucleus (the pre-tectal nucleus also receives input from the superior colliculus, which carries de-scending accommodation-related signals from the retina and cortical areas, includ-ing the lateral suprasylvian area, to the pretectal nucleus). ■The pretectal nucleus projects to the Edinger-Westphal nucleus (EWN), a parasympa-thetic nucleus. ■The EWN then sends out parasympathetic ﬁbers, which travel along the ipsilateraloculomotor nerve and synapse at the ciliary ganglion. There are two subtypes ofparasympathetic ﬁbers: (1) pupillomotor ﬁbers (3%), whose cell bodies lie in theEWN caudally and innervate the iris sphincter, and (2) accommodative ﬁbers (97%),whose cell bodies lie in the EWN more rostrally and innervate the ciliary muscle.These two types of ﬁbers enter the eye via the short posterior ciliary nerves. Inpretectal syndrome , the lesion damages the pretectal (light) ﬁbers that enter the EWN caudally, sparing ﬁbers for near response (accommodative) that enter the EWN more rostrally.This results in light-near dissociation of the pupils. 9.4.4 Other Midbrain Lesions Central mesencephalic reticular formation"
[Agnes_Wong]_Eye_Movement_Disorders,"The function of the central mesencephalic reticular formation (cMRF) is to program horizontal and vertical saccades via reciprocal connections with the superior collicu-lus, supplementary eye ﬁeld, and PPRF . Lesion in central mesencephalic reticular formation causes: 1. Ipsilesional gaze shift 2. Hypometria of ipsilesional and downward saccades and hypermetria of contrale- sional and upward saccades 3. Square-wave jerks M-group The M-group coordinates lid–eye movement during vertical saccades. Paramedian Midbrain Lesion in the paramedian midbrain causes midbrain paresis of horizontal gaze: 1. Impaired horizontal ipsilesional pursuit and contralesional saccades, with sparing of the horizontal VOR ( Roth-Bielschowsky phenomenon ) 2. Nuclear oculomotor nerve palsy (bilateral ptosis, elevation palsy , and dilated pupils; see section 12.2.1) Periaqueductal Gray  Lesion in periaqueductal gray causes selective loss of downgaze with tonic upward gaze deviation Double elevator palsy (monocular elevator palsy) Characterisitics 1. Limited elevation of one eye (affects both elevators; i.e., the superior rectus and in- ferior oblique) 2. Orthotropic in primary position but limited elevation on upgaze, resulting in a verti- cal deviation 3. May be associated with limited depression of the contralateral eye Etiology Congenital Midbrain infarct or tumor, ipsilateral or contralateral to the side of lesion Possible mechanisms ■Lesions in the oculomotor fascicle that selectively affect the superior rectus and in- ferior oblique bundles (the most plausible mechanism) ■Prenuclear lesion, but the lesion has to be very close to the oculomotor complexbecause each riMLF projects bilaterally to the elevators Chapter 9 Ocular Motor Disorders Caused by Lesions in the Brainstem 143 ■Double elevator palsy cannot be caused by a nuclear lesion because the inferior"
[Agnes_Wong]_Eye_Movement_Disorders,"oblique is supplied by the ipsilateral oculomotor nucleus, whereas the superior rec-tus is supplied by the contralateral oculomotor nucleus (see section 12.2.1) Progressive supranuclear palsy (Steele-Richardson-Olszewski Syndrome) A neurodegenerative disease that affects eye movements, cognition, and posture.Usually fatal within approximately six years of onset, commonly from aspirationpneumonia. It occurs sporadically although a few familial cases have been reported. Clinical features 1. Supranuclear ophthalmoplegia 2. Cognitive changes3. Pseudobulbar palsy (dysarthria, dysphagia), prominent neck dystonia, parkinson- ism, and gait disturbances that cause imbalance and frequent falls 144 Part III Supranuclear and Internuclear Ocular Motor DisordersEye Movement Abnormalities in Progressive Supranuclear Palsy Impaired saccades: 1. Vertical saccades ■Abnormal vertical saccades result from involvement of the riMLF , brainstem reticu- lar formation, and omnipause cells in nucleus raphe interpositus (rip) ■Early stage: slow saccades, especially downward, with normal range of movement(in contrast to Parkinson’s disease, which causes hypometric upward saccades with normal velocity – see section 11.2.2) ■Later stage: loss of vertical saccades and quick phases ■Advanced disease: vertical gaze palsy 2. Horizontal saccades: slow and hypometric 3. Increased inaccuracy of antisaccades (results from involvement of substantia nigra pars reticulata via its projection to the superior colliculus) Impaired horizontal and vertical smooth pursuit with catch-up saccades (results from in- volvement of the DLPN) Normal eye-head tracking (especially vertical) and sparing of VORSquare-wave jerks (result from involvement of the rostral pole of the superior colliculus and the cMRF) Internuclear ophthalmoplegiaLoss of convergenceEyelid disorders: apraxia of lid opening, lid lag, blepharospasm, inability to suppress a blink to a bright light (visual “glabellar”or Myerson’s sign), absent Bell’s phenomenon Neuropathology"
[Agnes_Wong]_Eye_Movement_Disorders,"■Neuroﬁbrillary tangles, neuronal loss, and gliosis in subcortical and brainstem areas (including the globus pallidus, substantia nigra pars compacta and reticulata, peri-aqueductal gray , brainstem reticular formation, and superior colliculi) ■Abnormality of the microtubule-binding protein τ, which is misfolded, tangled, and twisted to form neuroﬁbrillary tangles Treatment Progressive supranuclear palsy may be treated with dopamine agonists, tricyclic an-tidepressants, and methysergide. Whipple’s disease Whipple’s disease is a rare, relapsing, infectious disease caused by the bacteria Tro- pheryma whippelii . Clinical features 1. Fever of unknown origin 2. Polyarthralgia3. Chronic diarrhea (involving the small intestine)4. Lymphadenopathy5. Involvement of the central nervous system can be the sole presentation of Whipple’s disease, which may present as altered mentation, polydipsia, hyperphagia, or my- oclonus 6. Ocular manifestations: chronic uveitis, keratitis, retinitis, vitritis, vitreous hemorrhage, or papilledema Chapter 9 Ocular Motor Disorders Caused by Lesions in the Brainstem 145Eye Movement Abnormalities in Whipple’s Disease Vertical gaze palsy (mimic progressive supranuclear palsy) ■Initially, slow vertical saccades and quick phases ■Eventually, all eye movements are impaired. Oculomasticatory myorhythmia consisting of: 8 1. Pendular, usually convergence–divergence (occasionally vertical) oscillations ■Frequency of about 1 Hz ■Pathognomonic for Whipple’s disease ■Persists during sleep 2. Concurrent regular, repetitive contractions (1–2 Hz) of the facial, masticatory, and pha- ryngeal muscles, with or without limb involvement Diagnosis ■Small-intestine biopsy: foamy macrophages containing periodic acid-Schiff- positive, gram-positive bacilli in the lamina propria of the mucosa ■Polymerase chain reaction analysis Treatment"
[Agnes_Wong]_Eye_Movement_Disorders,"Treatment of Whipple’s disease is with antibiotics such as trimethoprim-sulfamethoxazole. 146 Part III Supranuclear and Internuclear Ocular Motor Disorders 9.5 Ocular Motor Syndromes Caused by Lesions in Multiple Sites in the Brainstem, Cerebellum, or Cerebrum 9.5.1 Slow Saccades Chapter 9 Ocular Motor Disorders Caused by Lesions in the Brainstem 147 HypometricPosition (deg)Right 1020 2010 Left0(A) Slow 1 sVelocity (deg/sec)Right 100200 200100 Left0(B) Differential Diagnosis of Slow Saccades1,2 Lesions in the pons ■Spinocerebellar ataxias, especially SCA2 which is associated with slow horizontal saccades ■Lesions of the PPRF: bilateral lesion causes slow vertical saccades and total horizontal gaze palsy ■Internuclear ophthalmoplegia: slow adducting saccades ■Paraneoplastic syndrome Lesions in the midbrain ■Progressive supranuclear palsy (PSP): slowing of vertical saccades ﬁrst, then horizontalsaccades ■Whipple’s disease: slowing of vertical saccades ﬁrst, then horizontal saccades ■Amyotrophic lateral sclerosis: slow vertical saccades in some cases Lesions in the basal ganglion ■Advanced Parkinson’s (i.e., early stage is characterized by hypometric horizontal andvertical saccades, not slow saccades) and related diseases; Lytico-Bodig ■Huntington’s disease: slow vertical saccades ■Creutzfeldt-Jakob disease: slow horizontal and vertical saccades Others ■In dementia: Alzheimer’s disease (stimulus-dependent), AIDS ■Drug intoxications: anticonvulsants, benzodiazepines ■Peripheral nerve palsy, diseases affecting neuromuscular junction and extraocularmuscle, restrictive ophthalmopathy ■Miscellaneous: lipid storage diseases,Wilson’s disease, tetanus 1. Pathologic mechanisms of slow saccades: ■Lesions of excitatory burst neurons in NRPC of the PPRF , or riMLF , or both or"
[Agnes_Wong]_Eye_Movement_Disorders,"■Lesions of the omnipause cells in rip of the PPRF or ■Abnormal inputs to the PPRF from lesions of the frontal eye ﬁeld or superior colliculus 2. Blinking of eyelids may speed up slow saccades.This is probably due to the effects of blinking on omnipause and burst neurons rather than the effects of momentary deprivation of vision.Eye movement recordings in a patient with right abducens nerve palsy showing slow and hypometric abducting saccades.(A) Eye position vs. time; (B) Eye velocity vs. time. 9.5.2 Skew Deviation and the Ocular Tilt Reaction Skew deviation is a vertical misalignment of the visual axes caused by a disturbance of prenuclear inputs, with or without abnormal torsion. The vertical misalignmentmay be comitant (nearly the same in all positions of gaze) or incomitant (vary witheye position). Rarely , it alternates with eye position (e.g., right hypertropia on rightgaze and left hypertropia on left gaze). Skew deviation is associated with other cen-tral neurologic signs and may be part of the ocular tilt reaction (OTR). 148 Part III Supranuclear and Internuclear Ocular Motor DisordersRight Ocular Tilt Reaction (OTR) 1. Right hypotropia (skew) 2. Excyclotorsion of the right eye  and incyclotorsion of the left eye3. Right head tilt Eye Movement Abnormalities in Ocular Tilt Reaction Skew deviation (e.g., hypotropia of the right eye in right OTR) Ocular torsion with upper poles of the eyes rotated toward the lower ear (e.g., in right OTR, excyclotorsion of the right eye and incyclotorsion of the left eye) ■This is in contrast to physiologic counterrolling, in which the upper poles of the eyes rotate toward the higher ear ■May be dissociated between the two eyes Head tilt (e.g., right head tilt in right OTR) Acutely, may have associated torsional nystagmusDeviation of the subjective visual vertical (e.g., tilting of subjective visual vertical to the right in right OTR) Pathogenesis of skew deviation and OTR"
[Agnes_Wong]_Eye_Movement_Disorders,"Disruption of the otolith–ocular pathway in the vestibular periphery , brainstem, or the cerebellum leads to an abnormal internal estimate of the gravitoinertial accelera-tion (see section 3.11). Chapter 9 Ocular Motor Disorders Caused by Lesions in the Brainstem 149Differential Diagnosis of Skew Deviation and Ocular Tilt Reaction Acute peripheral vestibulopathy Lesions of the vestibular organ or its nerve cause an ipsilesional OTR (e.g., a right utricular nerve lesion results in hypotropia of the right eye, excyclotorsion of the right eye and in- cyclotorsion of the left eye, and right head tilt). The Tullio phenomenon (an irritative/excitatory phenomenon) is ■Caused by a perilymph ﬁstula or abnormalities of the ossicular chain or its connection with the membranous labyrinth ■Characterized by sound-induced vestibular symptoms; for example, stimulation of theleft ear with a speciﬁc auditory tone causes hypotropia of the right eye, excyclotorsion of the right eye and incyclotorsion of the left eye, and right head tilt (i.e., similar effects as a lesion in the right ear). Lesions in the vestibular nuclei Lesions in the vestibular nuclei that occur as part of lateral meduallary syndrome, for exam- ple, lead to ipsilesional OTR with disconjugate torsion. The constellation of symptoms in- cludes ipsilesional hypotropia, ipsilesional head tilt, and disconjugate torsion (i.e., excyclo- torsion of the ipsilesional eye, but small or absent incyclotorsion of the contralesional eye). Lesions in the cerebellum Lesions in the cerebellum lead to sustained or alternating skew deviation. Lesions in the medial longitudinal fasciculus Lesions in the MLF , such as in INO, lead to contralesional OTR because otolithic projections from the vestibular nuclei cross the midline and ascend in the MLF. For example, a right"
[Agnes_Wong]_Eye_Movement_Disorders,"MLF lesion results in a left OTR with hypotropia of the left eye, excyclotorsion of the lefteye and incyclotorsion of the right eye, and left head tilt. Lesions in the midbrain and interstitial nucleus of Cajal May present as one of the following:1. Sustained contralesional OTR 2. Paroxysmal skew deviation/OTR; an irritative phenomenon that causes an ipsilateral OTR (ipsilateral to the side of irritation) 3. Periodic alternating skew deviation that alternates between the eyes or varies in mag- nitude over the course of a few minutes (rare) Raised intracranial pressure Supratentorial tumors or pseudotumor cerebri may raise intracranial pressure, leading to skew deviation and OTR. 9.5.3 Multiple Sclerosis Multiple sclerosis is an idiopathic, inﬂammatory , demyelinating disease of the cen- tral nervous system. ■Most common debilitating illness among young adults aged 20–40 ■Incidence is 0.5–1 per 1000; with higher incidence in Caucasians and in temperateclimates ■Affects females more often, with a female-to-male ratio of 2:1 150 Part III Supranuclear and Internuclear Ocular Motor DisordersClinical Features of Multiple Sclerosis Classic presentation ■Optic neuritis ■Transverse myelitis (e.g., bladder, bowel, and sexual dysfunction) (Devic syndrome is an acute transverse myelitis accompanied by bilateral optic neuritis.) ■Internuclear ophthalmoplegia ■Paresthesia (an early sign) Other neurologic abnormalities ■Lhermitte’s sign: Neck ﬂexion results in an electric shock-like feeling in the torso or ex-tremities. ■Paralysis, spasticity, and hyperreﬂexia, due to upper motor neuron dysfunction from in-volvement of the lateral corticospinal tracts ■Decreased joint position and vibration sense, due to involvement of the dorsalcolumns. ■Cerebellar signs (e.g., Charcot triad of dysarthria, ataxia, and tremor) ■Psychiatric disorder (5–10%): depression, paranoia, or dementia"
[Agnes_Wong]_Eye_Movement_Disorders,"Acute disseminated encephalitis ■Pathophysiologically and radiographically identical to multiple sclerosis ■Characterized by acute onset of sensory, cranial nerve, motor, and cerebellar abnormal-ities with encephalopathy and altered mentation or personality change, progressing to coma and eventual death in 30% Four clinical types 1. Relapsing-remitting (70%): acute exacerbations with full or partial remissions 2. Primary progressive3. Relapsing-progressive: features of both relapsing-remitting and primary progressive types 4. Secondary progressive: patients with relapsing-remitting type progress over time Pathogenesis and Pathology Multiple sclerosis is most likely an autoimmune disease, with the autoantigen being one of several myelin proteins, such as proteolipid protein, myelin oligodendrocyteglycoprotein, or myelin basic protein. The pathologic hallmark of the disease is mul-ticentric, multiphasic central nervous system inﬂammation and demyelination. Chapter 9 Ocular Motor Disorders Caused by Lesions in the Brainstem 151Eye Movement Abnormalities in Multiple Sclerosis Internuclear ophthalmoplegia (common) 8 ■Usually bilateral ■Often manifested as slow adducting saccades, with or without normal range of ad- duction (i.e., adduction lag) Cerebellar eye signs ■Gaze-evoked nystagmus (common) ■Upbeat, downbeat, or torsional nystagmus ■Positional nystagmus (see section 7.5.6) Acquired pendular nystagmus (common) Saccadic oscillations, such as ocular ﬂutterSaccadic dysmetriaImpaired smooth pursuit and combined eye-head tracking (VOR cancellation)Impaired optokinetic responsesOther abnormalities ■Horizontal and vertical gaze palsies ■Gaze-evoked blepharoclonus ■Superior oblique myokymia ■Convergence spasm ■Oculomotor, trochlear, or abducens palsies Workup MRI Demyelination plaques on T2 images ■Commonly found in periventricular area, internal capsule, corpus callosum, pons, and brachium pontis"
[Agnes_Wong]_Eye_Movement_Disorders,"■May also appear throughout the myelinated white matter and not uncommonly inthe gray matter Cerebrospinal ﬂuid analysis ■Elevated cell count (up to 50/mm3) ■Elevated protein (up to 0.1 g/L) ■Normal glucose level ■Selective increase in IgG (e.g., oligoclonal bands, free κchains), or an abnormal colloidal gold curve Evoked potentials Abnormal visual, auditory , or somatosensory evoked potentials are present in pa- tients with multiple sclerosis. 152 Part III Supranuclear and Internuclear Ocular Motor Disorders Treatment Acute attacks For acute attacks (e.g., optic neuritis, transverse myelitis), use corticosteroids. They do not affect the course of multiple sclerosis over time, but they may reduce the du-ration and severity of attacks. The Optic Neuritis Treatment Trial (ONTT) showed that ■Treatment with high-dose intravenous methylprednisolone (1 g/day) for three days accelerates visual recovery but has no long-term visual beneﬁt. ■Intravenous methylprednisolone reduces the development of multiple sclerosis overtwo years, but has no additional beneﬁcial effect after two years. ■Oral prednisone (1 mg/kg/day) is contraindicated because it is associated with anincreased rate of new attacks of optic neuritis in the same or in the fellow eye.Axial MRI showing a demyelinating lesion (arrow) in theright pons. Relapsing-remitting multiple sclerosis For relapsing-remitting multiple sclerosis, use β-interferon or Copolymer I β-interferon ■Three forms: Avonex, Betaseron, and Rebif ■Reduces the number of exacerbations and may slow progression of the dis- ease ■Acute attacks tend to be shorter and less severe. ■The Controlled High-Risk Avonex Multiple Sclerosis Trial (CHAMPS trial)showed that β-interferon 1A reduces conversion to multiple sclerosis in high- risk patients by about 50% over three years. The inclusion criteria were: 1. Age 18–50 years 2."
[Agnes_Wong]_Eye_Movement_Disorders,"Acute, isolated demyelinating event involving either the optic nerve, brain- stem or cerebellum, or spinal cord 3. At least two MRI lesions that are 3 mm in size; one of which must be periventricular or ovoid in shape Copolymer I (Copaxone) is a synthetic form of myelin basic protein. It reduces the relapse rate by about 33%. Chronic and advanced multiple sclerosis and spasticity For chronic and advanced disease, use Novantrone (mitoxantrone), an immunosup-pressant. Muscle relaxants and tranquilizers such as baclofen, tizanidine, diazepam,clonazepam, and dantrolene are indicated for spasticity . Chapter 9 Ocular Motor Disorders Caused by Lesions in the Brainstem 153 154 Part III Supranuclear and Internuclear Ocular Motor Disorders9.5.4 Wernicke’s Encephalopathy Wernicke’s encephalopathy is a neurologic disorder of acute onset caused by thi- amine (vitamin B1) deﬁciency . It is characterized by a triad of ophthalmoplegia, ataxia, and global confusional state. Etiology of Wernicke’s Encephalopathy Chronic alcoholism (most common) MalnutritionChronic renal failureHyperalimentation Eye Movement Abnormalities in Wernicke’s Encephalopathy Horizontal or vertical gaze palsies that may progress to total ophthalmoplegia1 Internuclear ophthalmoplegia2 Abduction deﬁcits3 Gaze-evoked nystagmus4 Impaired VOR4 Central positional vertical nystagmus (usually upbeat) 1. Horizontal gaze palsy results from involvement of the abducens nucleus; total ophthalmoplegia is due to involvement of all three ocular motor nerve nuclei (oculomotor, trochlear, and abducens). 2. Internuclear ophthalmoplegia results from involvement of the medial longitudinal fasciculus (MLF)3. Abduction deﬁcits result from involvement of the abducens nerve4. Gaze-evoked nystagmus and impaired VOR result from involvement of the vestibular nucleus (i.e., medial"
